OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1211344,2020-95173           ,THEFT,SHOPLIFTING,02/05/2020,13600 BLOCK UNIVERSITY PZ,33613
1211369,2020-93942           ,DUI,DUI (DRIVING UNDER INFLUENCE),02/05/2020,FLETCHER AV E  /  USF GENSHAFT DR,33613
1211405,2020-94397           ,DRUGS,DRUGS/NARCOTICS,02/05/2020,15300 BLOCK NEBRASKA AV N,33613
1211406,2020-94397           ,DRUGS,DRUG PARAPHERNALIA,02/05/2020,15300 BLOCK NEBRASKA AV N,33613
1211407,2020-94397           ,FRAUD,FRAUD-OTHER,02/05/2020,15300 BLOCK NEBRASKA AV N,33613
1211429,2020-94041           ,DUI,DUI (DRIVING UNDER INFLUENCE),02/05/2020,13800 BLOCK 20TH ST N,33613
1211461,2020-94817           ,TRAFFIC,Non Incapacitating Injury,02/05/2020,BEARSS AV W  /  NORTHWOOD VLG LN,33613
1211554,2020-94882           ,FRAUD,FRAUD-OTHER,02/05/2020,15300 BLOCK NEBRASKA AV N,33613
1211596,2020-97416           ,THEFT,THEFT MOTOR VEHICLE PARTS,02/06/2020,14400 BLOCK 19TH ST N,33613
1211624,2020-97766           ,THEFT,PETIT THEFT - ALL OTHER,02/06/2020,14700 BLOCK 42ND ST N,33613
1211654,2020-98380           ,DRUGS,DRUGS/NARCOTICS,02/06/2020,13700 BLOCK 19TH ST N,33613
1211686,2020-99633           ,THEFT,PETIT THEFT - ALL OTHER,02/06/2020,13700 BLOCK SUSAN KAY DR,33613
1211692,2020-98268           ,FRAUD,FRAUD-OTHER,02/06/2020,15300 BLOCK NEBRASKA AV N,33613
1211701,2020-98230           ,FRAUD,FRAUD-OTHER,02/06/2020,15300 BLOCK NEBRASKA AV N,33613
1211726,2020-1500136         ,FRAUD,FRAUD-SWINDLE,02/06/2020,15300 BLOCK NEBRASKA AV N,33613
1211753,2020-097107          ,TRAFFIC,Property Damage,02/06/2020,BRUCE B DOWNS BL  /  GRAND PAVILION DR,33613
1211766,2020-097472          ,TRAFFIC,Non Incapacitating Injury,02/06/2020,SKIPPER RD  /  BRUCE B DOWNS BL,33613
1211804,2020-99555           ,MISCHIEF,CRIMINAL MISCHIEF FELONY,02/06/2020,15400 BLOCK FLORIDA AV N,33613
1211867,2020-101578          ,THEFT,SHOPLIFTING,02/07/2020,15300 BLOCK NEBRASKA AV N,33613
1211883,2020-101879          ,THEFT,SHOPLIFTING,02/07/2020,13500 BLOCK FLORIDA AV N,33613
1211890,2020-100179          ,THEFT,THEFT VEHICLE & OTHER MOBILE,02/07/2020,13800 BLOCK PINE CONE CT,33613
1211926,2020-101178          ,TRAFFIC,Property Damage,02/07/2020,SKIPPER RD  /  42ND ST N,33613
1211928,2020-101425          ,TRAFFIC,Property Damage,02/07/2020,FLETCHER AV E  /  42ND ST N,33613
1212059,2020-102097          ,BATTERY,BATTERY-SIMPLE,02/07/2020,14200 BLOCK CYBER PL,33613
1212112,2020-1500145         ,THEFT,SHOPLIFTING,02/08/2020,15300 BLOCK NEBRASKA AV N,33613
1212113,2020-103574          ,THEFT,THEFT MOTOR VEHICLE PARTS,02/08/2020,14000 BLOCK NEBRASKA AV N,33613
1212136,2020-102599          ,BATTERY,BATTERY-SIMPLE,02/08/2020,13800 BLOCK 21ST ST N,33613
1212148,2020-1500147         ,THEFT,SHOPLIFTING,02/08/2020,15300 BLOCK NEBRASKA AV N,33613
1212163,2020-103243          ,FRAUD,FRAUD-SWINDLE,02/08/2020,15300 BLOCK NEBRASKA AV N,33613
1212177,2020-104403          ,ROBBERY,PERSON - ROBBERY,02/08/2020,138TH AV E  /  20TH ST N,33613
1212240,2020-102687          ,BURGLARY,CURTILAGE WITH THEFT,02/08/2020,800 BLOCK WALKER DR,33613
1212295,2020-105530          ,THEFT,THEFT MOTOR VEHICLE PARTS,02/09/2020,14000 BLOCK HALSTEAD CT,33613
1212351,2020-106838          ,BATTERY,BATTERY-SIMPLE,02/09/2020,14300 BLOCK LUCERNE DR,33613
1212363,2020-105854          ,THEFT,SHOPLIFTING,02/09/2020,15300 BLOCK NEBRASKA AV N,33613
1212405,2020-106362          ,BATTERY,BATTERY-SIMPLE,02/09/2020,2400 BLOCK CEDAR TRACE CR,33613
1212422,2020-109079          ,THEFT,SHOPLIFTING,02/10/2020,15300 BLOCK NEBRASKA AV N,33613
1212453,2020-107045          ,BATTERY,BATTERY-SIMPLE,02/10/2020,14300 BLOCK HANGING MOSS CR,33613
1212460,2020-108404          ,BATTERY,BATTERY-SIMPLE,02/10/2020,14400 BLOCK CARIBBEAN BREEZE DR,33613
1212474,2020-108586          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/10/2020,3800 BLOCK GAZEBO POND LN,33613
1212519,2020-109141          ,DRUGS,DRUGS/NARCOTICS,02/10/2020,300 BLOCK WINDWOOD OAKS DR,33613
1212520,2020-109141          ,DRUGS,DRUG PARAPHERNALIA,02/10/2020,300 BLOCK WINDWOOD OAKS DR,33613
1212544,2020-109007          ,DRUGS,DRUG TRAFFICKING/DELIVERY,02/10/2020,14900 BLOCK BRUCE B DOWNS BL,33613
1212605,2020-57417           ,TRAFFIC,Non Incapacitating Injury,02/10/2020,BRUCE B DOWNS BL / 42ND ST N,33613
1212627,2020-109232          ,TRAFFIC,Property Damage,02/10/2020,BEARSS AV W  /  PHILMORE RD,33613
1212638,2020-108770          ,TRAFFIC,Property Damage,02/10/2020,BEARSS AV E  /  18TH ST N,33613
1212639,2020-109004          ,TRAFFIC,Property Damage,02/10/2020,FLETCHER AV E  /  USF PALM DR,33613
1212660,2020-107676          ,DRUGS,DRUGS/NARCOTICS,02/10/2020,800 BLOCK BEARSS AV W,33613
1212661,2020-107676          ,DRUGS,DRUG PARAPHERNALIA,02/10/2020,800 BLOCK BEARSS AV W,33613
1212686,2020-108006          ,FRAUD,FRAUD-SWINDLE,02/10/2020,3100 BLOCK FLETCHER AV E,33613
1212760,2020-111608          ,THEFT,THEFT OF BICYCLE,02/11/2020,4000 BLOCK ROCKY CR,33613
1212823,2020-110158          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,02/11/2020,4000 BLOCK ROCKY CR,33613
1212840,2020-112187          ,TRAFFIC,Property Damage,02/11/2020,BEARSS AV W  /  FLORIDA AV N,33613
1212841,2020-112667          ,TRAFFIC,Property Damage,02/11/2020,42ND ST N  /  CAMBRIDGE WOODS DR,33613
1212843,2020-112535          ,TRAFFIC,Non Incapacitating Injury,02/11/2020,46TH ST N  /  ABBOTT DR,33613
1212850,2020-112177          ,TRAFFIC,Property Damage,02/11/2020,BRUCE B DOWNS BL  /  138TH AV E,33613
1212923,2020-112750          ,THEFT,SHOPLIFTING,02/11/2020,13600 BLOCK UNIVERSITY PZ,33613
1212949,2020-110719          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/11/2020,2200 BLOCK BEARSS AV E,33613
1213032,2020-115812          ,THEFT,PETIT THEFT - ALL OTHER,02/12/2020,ORANGE AV E  /  SUMMIT AV,33613
1213039,2020-114527          ,FRAUD,FRAUD-OTHER,02/12/2020,16000 BLOCK LAKESHORE VILLA DR,33613
1213066,2020-114501          ,FRAUD,FRAUD-SWINDLE,02/12/2020,13500 BLOCK NEBRASKA AV N,33613
1213075,2020-115448          ,THEFT,SHOPLIFTING,02/12/2020,1900 BLOCK BEARSS AV E,33613
1213146,2020-113630          ,TRAFFIC,Property Damage,02/12/2020,BEARSS AV E  /  22ND ST N,33613
1213176,2020-115248          ,TRAFFIC,Property Damage,02/12/2020,BEARSS AV E  /  30TH ST N,33613
1213188,2020-113064          ,TRAFFIC,Property Damage,02/12/2020,BEARSS AV W  /  BOULEVARD N,33613
1213197,2020-113790          ,TRAFFIC,Property Damage,02/12/2020,BRUCE B DOWNS BL  /  LAKESIDE COMMONS DR,33613
1213200,2020-114384          ,TRAFFIC,Property Damage,02/12/2020,FLETCHER AV E  /  42ND ST N,33613
1213253,2020-114876          ,DRUGS,DRUGS/NARCOTICS,02/12/2020,JUSTICE DR  /  SYLVIA LN,33613
1213254,2020-114876          ,DRUGS,DRUG PARAPHERNALIA,02/12/2020,JUSTICE DR  /  SYLVIA LN,33613
1213273,2020-117128          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/13/2020,1900 BLOCK GREGORY DR,33613
1213306,2020-117596          ,DRUGS,DRUGS/NARCOTICS,02/13/2020,143RD AV E  /  15TH ST N,33613
1213376,2020-118553          ,TRAFFIC,Non Incapacitating Injury,02/13/2020,BEARSS AV E  /  LIVINGSTON AV,33559
1213391,2020-117891          ,TRAFFIC,Non Incapacitating Injury,02/13/2020,BRUCE B DOWNS BL  /  GRAND PAVILION DR,33613
1213392,2020-117772          ,TRAFFIC,Property Damage,02/13/2020,BEARSS AV E  /  NEBRASKA AV N,33549
1213393,2020-118004          ,TRAFFIC,Property Damage,02/13/2020,BRUCE B DOWNS BL  /  LAKE FOREST DR,33613
1213418,2020-118719          ,TRAFFIC,Non Incapacitating Injury,02/13/2020,140TH AV E  /  22ND ST N,33613
1213519,2020-117737          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/13/2020,14200 BLOCK ISOBA CT,33613
1213557,2020-119643          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,13600 BLOCK 22ND ST N,33613
1213562,2020-119045          ,THEFT,THEFT FROM A BUILDING,02/14/2020,14600 BLOCK BRUCE B DOWNS BL,33613
1213608,2020-121605          ,BATTERY,BATTERY-SIMPLE,02/14/2020,13900 BLOCK 19TH ST N,33613
1213696,2020-119824          ,TRAFFIC,Property Damage,02/14/2020,BRUCE B DOWNS BL  /  BEARSS AV E,33613
1213715,2020-121001          ,TRAFFIC,Property Damage,02/14/2020,BRUCE B DOWNS BL  /  COVE BEND DR,33613
1213744,2020-119540          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,13500 BLOCK CECELIA AV,33613
1213758,2020-121738          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,14300 BLOCK LUCERNE DR,33613
1213769,2020-1500190         ,THEFT,SHOPLIFTING,02/14/2020,15300 BLOCK NEBRASKA AV N,33613
1213776,2020-120366          ,FRAUD,FRAUD-OTHER,02/14/2020,15300 BLOCK NEBRASKA AV N,33613
1213804,2020-123777          ,THEFT,PETIT THEFT - ALL OTHER,02/15/2020,1400 BLOCK 137TH AV E,33613
1213902,2020-123983          ,TRAFFIC,Non Incapacitating Injury,02/15/2020,42ND ST N  /  FLETCHER AV E,33613
1213904,2020-124032          ,TRAFFIC,Non Incapacitating Injury,02/15/2020,138TH AV E  /  37TH ST N,33613
1213924,2020-122962          ,THEFT,THEFT OF BICYCLE,02/15/2020,4100 BLOCK ASHFORD GREEN PL,33613
1213942,2020-122104          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/15/2020,I275 N  /  BEARSS I275 N RP,33613
1213952,2020-123436          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/15/2020,14200 BLOCK PALM CT,33613
1213964,2020-124012          ,DRUGS,DRUGS/NARCOTICS,02/15/2020,13900 BLOCK 19TH ST N,33613
1214039,2020-125994          ,BATTERY,BATTERY-SIMPLE,02/16/2020,1800 BLOCK 138TH AV E,33613
1214064,2020-125164          ,FRAUD,FRAUD-SWINDLE,02/16/2020,15300 BLOCK NEBRASKA AV N,33613
1214080,2020-124325          ,ROBBERY,PERSON - ROBBERY,02/16/2020,1200 BLOCK SAND LAKE CR,33613
1214088,2020-125028          ,TRAFFIC,Property Damage,02/16/2020,FLETCHER AV E  /  42ND ST N,33613
1214104,2020-126426          ,TRAFFIC,Property Damage,02/16/2020,BRUCE B DOWNS BL  /  BEARSS AV E,33613
1214105,2020-126248          ,TRAFFIC,Non Incapacitating Injury,02/16/2020,139TH AV E  /  19TH ST N,33613
1214132,2020-125486          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/16/2020,14500 BLOCK PRISM CR,33613
1214201,2020-129050          ,BATTERY,BATTERY-SIMPLE,02/17/2020,4000 BLOCK DREAM OAK PL,33613
1214248,2020-127237          ,FRAUD,FRAUD-OTHER,02/17/2020,14700 BLOCK BANYAN BLUFF DR,33613
1214258,2020-128761          ,TRAFFIC,Property Damage,02/17/2020,BEARSS AV E  /  22ND ST N,33613
1214266,2020-128046          ,TRAFFIC,Non Incapacitating Injury,02/17/2020,BRUCE B DOWNS BL  /  42ND ST N,33613
1214281,2020-128793          ,TRAFFIC,Non Incapacitating Injury,02/17/2020,BEARSS AV E  /  PRISM CR,33613
1214303,2020-126693          ,BATTERY,BATTERY-SIMPLE,02/17/2020,1400 BLOCK SAND LAKE CR,33613
1214335,2020-128896          ,FRAUD,FRAUD-CREDIT CARD,02/17/2020,14900 BLOCK FLORIDA AV N,33613
