OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
867123,2016-121422          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/21/2016,GUNN HW / BINDER RD,33556
878464,2016-232857          ,TRAFFIC,Property Damage,04/06/2016,GUNN HW / SOUTH MOBLEY RD,33556
886845,2016-314411          ,TRAFFIC,Property Damage,05/08/2016,CARDEN DR / VANDERBILT DR,33556
888912,2016-334654          ,TRAFFIC,Non Incapacitating Injury,05/16/2016,VAN DYKE RD / RAMBLEWOOD RD,33556
890572,2016-351520          ,DUI,DUI (DRIVING UNDER INFLUENCE),05/23/2016,18900 BLOCK GUNN HW,33556
895461,2016-402536          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,06/11/2016,8900 BLOCK DONNA LU DR,33556
917270,2016-635976          ,THEFT,THEFT VEHICLE & OTHER MOBILE,09/12/2016,19100 BLOCK BECKETT DR,33556
923098,2016-696270          ,TRAFFIC,Property Damage,10/05/2016,GUNN HW / SOUTH MOBLEY RD,33556
925205,2016-718640          ,TRAFFIC,Property Damage,10/14/2016,LUTZ LAKE FERN RD / STILL WOOD DR,33556
926161,2016-728176          ,TRAFFIC,Property Damage,10/18/2016,CRAWLEY RD / BOY SCOUT RD,33556
929736,2016-764260          ,DRUGS,DRUGS/NARCOTICS,11/02/2016,18100 BLOCK RAMBLEWOOD RD,33556
930589,2016-772642          ,TRAFFIC,Incapacitating,11/05/2016,PATTERSON RD / SILVER DOLLAR DR,33556
931863,2016-785350          ,TRAFFIC,Property Damage,11/10/2016,GUNN HW / JANA DR,33556
943247,2016-899030          ,FIRE,FIRE INVESTIGATION,12/27/2016,16100 BLOCK VANDERBILT DR,33556
956331,2017-118028          ,TRAFFIC,Non Incapacitating Injury,02/17/2017,GUNN HW / TARPON SPRINGS RD,33556
962434,2017-182678          ,TRAFFIC,Non Incapacitating Injury,03/14/2017,RUSTIC WOODS TL / TYLER RUN AV,33556
970987,2017-268368          ,TRAFFIC,Incapacitating,04/16/2017,TARPON SPRINGS RD / PATTERSON RD,33556
979540,2017-355722          ,TRAFFIC,Property Damage,05/19/2017,GUNN HW / BINDER RD,33556
980456,2017-363885          ,DRUGS,DRUGS/NARCOTICS,05/22/2017,VAN DYKE RD / RAMBLEWOOD RD,33556
980519,2017-364801          ,TRAFFIC,Property Damage,05/23/2017,GUNN HW / VAN DYKE RD,33556
990944,2017-472175          ,TRAFFIC,Property Damage,07/03/2017,SOUTH MOBLEY RD / GUNN HW,33556
993795,2017-503348          ,TRAFFIC,Property Damage,07/15/2017,LUTZ LAKE FERN RD / HIAWATHA RD,33556
994791,2017-358576          ,TRAFFIC,Non Incapacitating Injury,07/19/2017,GUNN HW / NORTH MOBLEY RD,33556
997685,2017-542095          ,BURGLARY,BURGLARY BUSINESS/ FORCED,07/31/2017,11600 BLOCK TARPON SPRINGS RD,33556
1000367,2017-562903          ,TRAFFIC,Property Damage,08/11/2017,VAN DYKE RD / GUNN HW,33556
1007131,2017-638525          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,09/06/2017,17200 BLOCK GUNN HW,33556
1017705,2017-748483          ,TRAFFIC,Non Incapacitating Injury,10/20/2017,GUNN HW / LAKE GRACE DR,33556
1055999,2018-206522          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/25/2018,EAGLES ENTRY DR / NINE EAGLES DR,33556
1069444,2018-346852          ,THEFT,THEFT MOTOR VEHICLE PARTS,05/19/2018,8700 BLOCK NORTH MOBLEY RD,33556
1075083,2018-268603          ,TRAFFIC,Fatal Injury,06/13/2018,GUNN HW / COPELAND RD,33556
1078910,2018-451717          ,TRAFFIC,Property Damage,06/30/2018,TARPON SPRINGS RD / BLAKE RD,33556
1079574,2018-458826          ,THEFT,THEFT VEHICLE & OTHER MOBILE,07/03/2018,8500 BLOCK GUNN HW,33556
1079700,2018-461245          ,TRAFFIC,Property Damage,07/04/2018,TARPON SPRINGS RD / OAKDALE RD,33556
1092103,2018-604188          ,TRAFFIC,Property Damage,08/30/2018,TARPON SPRINGS RD / BOY SCOUT RD,33556
1099869,2018-687788          ,BATTERY,BATTERY-SIMPLE,10/02/2018,16200 BLOCK ARMISTEAD LN,33556
1116119,2018-855607          ,FRAUD,FRAUD-OTHER,12/11/2018,9100 BLOCK ROBERTS RD,33556
1125628,2019-56072           ,TRAFFIC,Property Damage,01/24/2019,TARPON SPRINGS RD / TYLER RD,33556
1135266,2019-162908          ,TRAFFIC,Property Damage,03/07/2019,BOY SCOUT RD / LAKE CHURCH DR,33556
1161672,2019-452882          ,BATTERY,BATTERY-SIMPLE,06/27/2019,6300 BLOCK FITZGERALD RD,33556
1177032,2019-634629          ,TRAFFIC,Property Damage,09/04/2019,BOY SCOUT RD  /  TARPON SPRINGS RD,33556
1186816,2019-744062          ,TRAFFIC,Incapacitating,10/16/2019,GUNN HW  /  VAN DYKE RD,33556
1225044,2020-263073          ,TRAFFIC,Property Damage,04/16/2020,RACE TRACK RD  /  GUNN HW,33556
1229727,2020-319461          ,THEFT,GRAND THEFT - ALL OTHER,05/14/2020,18900 BLOCK GUNN HW,33556
1238340,2020-427320          ,DUI,DUI (DRIVING UNDER INFLUENCE),07/01/2020,GUNN HW  /  VAN DYKE RD,33556
865079,2016-99813           ,TRAFFIC,Property Damage,02/12/2016,CRAWLEY RD / NORTH MOBLEY RD,33556
870927,2016-158704          ,THEFT,THEFT OF BICYCLE,03/07/2016,19700 BLOCK WYNDHAM LAKES DR,33556
897562,2016-426006          ,TRAFFIC,Property Damage,06/20/2016,SIMMS RD / BETH CT,33556
910841,2016-565688          ,TRAFFIC,Non Incapacitating Injury,08/14/2016,TARPON SPRINGS RD / OAKDALE RD,33556
914674,2016-607238          ,FRAUD,FRAUD-IMPERSONATION,08/30/2016,10600 BLOCK ECHO LAKE DR,33556
921667,2016-681361          ,TRAFFIC,Non Incapacitating Injury,09/29/2016,TARPON SPRINGS RD / BOY SCOUT RD,33556
934923,2016-815869          ,FRAUD,FRAUD-IMPERSONATION,11/23/2016,16200 BLOCK CARNOUSTIE DR,33556
941246,2016-878783          ,FRAUD,FRAUD-IMPERSONATION,12/19/2016,8000 BLOCK COPELAND RD,33556
949965,2017-053955          ,TRAFFIC,Property Damage,01/23/2017,RACE TRACK RD / BOY SCOUT RD,33556
950048,2017-57732           ,DRUGS,DRUGS/NARCOTICS,01/24/2017,16100 BLOCK BELLE MEADE BL,33556
956520,2017-122137          ,DRUGS,DRUGS/NARCOTICS,02/18/2017,GUNN HW / DOLCE VITA LN,33556
995232,2017-519193          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/21/2017,SOUTH MOBLEY RD / GUNN HW,33556
1014937,2017-721126          ,THEFT,THEFT MOTOR VEHICLE PARTS,10/09/2017,7600 BLOCK LAKE CYPRESS DR,33556
1018787,2017-760578          ,BURGLARY,THEFT FROM A VEHICLE,10/25/2017,17100 BLOCK LONGACRES LN,33556
1020619,2017-432319          ,TRAFFIC,Fatal Injury,11/01/2017,TARPON SPRINGS RD / TYLER RD,33556
1023676,2017-807286          ,TRAFFIC,Property Damage,11/13/2017,TARPON SPRINGS RD / PATTERSON RD,33556
1026464,2017-836438          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,11/25/2017,18900 BLOCK CRESCENT RD,33556
1027635,2017-846980          ,FRAUD,FRAUD-IMPERSONATION,11/29/2017,19700 BLOCK LAKE OSCEOLA LN,33556
1030105,2017-872316          ,TRAFFIC,Non Incapacitating Injury,12/09/2017,GUNN HW / ISBELL LN,33556
1031167,2017-883376          ,THEFT,PETIT THEFT - ALL OTHER,12/13/2017,8400 BLOCK PETERSON RD,33556
1032876,2017-901611          ,TRAFFIC,Non Incapacitating Injury,12/20/2017,PATTERSON RD / SILVER DOLLAR DR,33556
1033852,2017-909217          ,BURGLARY,CURTILAGE WITH THEFT,12/23/2017,16500 BLOCK HUTCHISON RD,33556
1034147,2017-913439          ,BATTERY,BATTERY-SIMPLE,12/25/2017,GUNN HW / VAN DYKE RD,33556
1037021,2018-18281           ,TRAFFIC,Non Incapacitating Injury,01/08/2018,GUNN HW / LUTZ LAKE FERN RD,33556
1049590,2018-143877          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/27/2018,15600 BLOCK EASTBOURN DR,33556
1074084,2018-399831          ,TRAFFIC,Property Damage,06/09/2018,BECKETT DR / MONTREUX WY,33556
1082674,2018-496646          ,TRAFFIC,Property Damage,07/18/2018,LAKE JAMES RD / NORTH MOBLEY RD,33556
1083968,2018-510130          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/24/2018,8700 BLOCK GUNN HW,33556
1092186,2018-603131          ,BURGLARY,THEFT FROM A VEHICLE,08/30/2018,18000 BLOCK JORENE RD,33556
1093394,2018-617186          ,TRAFFIC,Property Damage,09/05/2018,GUNN HW / BONNIE COVE LN,33556
1117307,2018-870945          ,BATTERY,BATTERY-SIMPLE,12/17/2018,16100 BLOCK ARMISTEAD LN,33556
1131496,2019-122061          ,FRAUD,FRAUD-IMPERSONATION,02/19/2019,19500 BLOCK GUNN HW,33556
1137991,2019-191834          ,TRAFFIC,Non Incapacitating Injury,03/18/2019,GUNN HW / LUTZ LAKE FERN RD,33556
1149770,2019-302024          ,TRAFFIC,Property Damage,05/08/2019,PATTERSON RD/TARPON SPRINGS RD,33556
1154307,2019-367776          ,BATTERY,BATTERY-SIMPLE,05/26/2019,16100 BLOCK BELLE MEADE BL,33556
1160089,2019-432210          ,TRAFFIC,Property Damage,06/20/2019,GUNN HW  /  NORTH MOBLEY RD,33556
1174725,2019-607594          ,THEFT,PETIT THEFT - ALL OTHER,08/25/2019,17600 BLOCK BANTRY PL,33556
1177533,2019-639974          ,TRAFFIC,Property Damage,09/06/2019,BOY SCOUT RD  /  TARPON SPRINGS RD,33556
1178048,2019-646618          ,FRAUD,FRAUD-IMPERSONATION,09/09/2019,15000 BLOCK LAKE MAURINE DR,33556
1180198,2019-672851          ,BURGLARY,BURGLARY RESIDENCE / FORCED,09/18/2019,12200 BLOCK GARDEN LAKE CR,33556
1184085,2019-713809          ,TRAFFIC,Non Incapacitating Injury,10/04/2019,BOY SCOUT RD  /  TROTTING DOWN DR,33556
1185004,2019-723031          ,FRAUD,FRAUD-OTHER,10/08/2019,16400 BLOCK LAKE CHURCH DR,33556
1188751,2019-762610          ,TRAFFIC,Property Damage,10/24/2019,TARPON SPRINGS RD  /  INDIANA AV,33556
1188768,2019-764040          ,TRAFFIC,Property Damage,10/24/2019,TARPON SPRINGS RD  /  BOY SCOUT RD,33556
1200258,2019-897813          ,TRAFFIC,Non Incapacitating Injury,12/16/2019,GUNN HW  /  VAN DYKE RD,33556
1245038,2020-509369          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,08/08/2020,15500 BLOCK EASTBOURN DR,33556
1248934,2020-556071          ,THEFT,THEFT VEHICLE & OTHER MOBILE,08/29/2020,GUNN HW  /  TARPON SPRINGS RD,33556
1256362,2020-641726          ,THEFT,THEFT FROM A BUILDING,10/06/2020,17800 BLOCK WAYNE RD,33556
1265141,2020-743868          ,TRAFFIC,Property Damage,11/17/2020,17600 BLOCK GUNN HW,33556
867077,2016-121164          ,TRAFFIC,Incapacitating,02/21/2016,GUNN HW / BINDER RD,33556
884312,2016-288127          ,TRAFFIC,Property Damage,04/28/2016,FITZGERALD RD / NORTH MOBLEY RD,33556
885099,2016-298484          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/02/2016,7700 BLOCK HORSE POND RD,33556
888949,2016-333906          ,TRAFFIC,Non Incapacitating Injury,05/16/2016,RACE TRACK RD / MCGLAMERY RD,33556
901246,2016-466848          ,DRUGS,DRUGS/NARCOTICS,07/05/2016,15600 BLOCK BEREA DR,33556
905222,2016-506546          ,TRAFFIC,Property Damage,07/21/2016,BURRELL RD / TARPON SPRINGS RD,33556
909404,2016-550544          ,TRAFFIC,Property Damage,08/08/2016,SOUTH MOBLEY RD / GUNN HW,33556
916755,2016-630903          ,DRUGS,DRUGS/NARCOTICS,09/09/2016,18100 BLOCK GUNN HW,33556
951050,2017-65481           ,FRAUD,FRAUD-IMPERSONATION,01/27/2017,17600 BLOCK PASTURE RD,33556
984661,2017-407520          ,TRAFFIC,Non Incapacitating Injury,06/08/2017,GUNN HW / TARPON SPRINGS RD,33556
984801,2017-406824          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,06/08/2017,16100 BLOCK NINE EAGLES DR,33556
989384,2017-455348          ,FRAUD,FRAUD-IMPERSONATION,06/27/2017,15700 BLOCK JERICHO DR,33556
991342,2017-476831          ,TRAFFIC,Property Damage,07/05/2017,BOY SCOUT RD / CRAWLEY RD,33556
996168,2017-526889          ,BURGLARY,BURGLARY BUSINESS/NO FORCE,07/25/2017,16000 BLOCK MILAM DR,33556
1012859,2017-701738          ,THEFT,THEFT VEHICLE & OTHER MOBILE,10/01/2017,15700 BLOCK INDIAN QUEEN DR,33556
1038887,2018-36418           ,TRAFFIC,Property Damage,01/16/2018,TARPON SPRINGS RD / TYLER RD,33556
1040699,2018-54516           ,THEFT,SHOPLIFTING,01/23/2018,18900 BLOCK GUNN HW,33556
1044592,2018-92479           ,HARASS,HARASSING/OBSCENE,02/07/2018,16100 BLOCK BELLE MEADE BL,33556
1045093,2018-97185           ,TRAFFIC,Non Incapacitating Injury,02/09/2018,TARPON SPRINGS RD / PATTERSON RD,33556
1054662,2018-193337          ,TRAFFIC,Property Damage,03/20/2018,PATTERSON RD / GLASS LAKE DR,33556
1063324,2018-283602          ,TRAFFIC,Non Incapacitating Injury,04/24/2018,GUNN HW / NORTH MOBLEY RD,33556
1065843,2018-310145          ,FRAUD,FRAUD-OTHER,05/04/2018,7400 BLOCK LUTZ LAKE FERN RD,33556
1070523,2018-358747          ,TRAFFIC,Non Incapacitating Injury,05/24/2018,18900 BLOCK GUNN HW,33556
1073122,2018-389491          ,TRAFFIC,Property Damage,06/05/2018,RACE TRACK RD / PATTERSON RD,33556
1095744,2018-642922          ,TRAFFIC,Non Incapacitating Injury,09/15/2018,18400 BLOCK WAYNE RD,33556
1101343,2018-703447          ,TRAFFIC,Non Incapacitating Injury,10/08/2018,GUNN HW / VAN DYKE RD,33556
1112369,2018-817581          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,11/26/2018,17600 BLOCK GUNN HW,33556
1116703,2018-863807          ,TRAFFIC,Property Damage,12/14/2018,CRAWLEY RD / KEYSTONE GROVE BL,33556
